Match,Round,Agent_Names,Source,Action_Type,Action_Description,Player_Finished,Player_Hands,Board_Before,Board_After,Possible_Actions,Current_Roles,Match_Score,Game_Score,Game_Performance_Score
1,22,,RANDOM_01,DISCARD,pass,False,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C11;Q1;J0', 'C11;Q2;J0', 'pass']",,,,
1,22,,RANDOM_02,DISCARD,pass,False,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C10;Q1;J0', 'pass']",,,,
1,22,,RANDOM_01,DECLARE_PIZZA,,,,,,,,,,
1,23,,RANDOM_01,DISCARD,C11;Q1;J0,False,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C11;Q1;J0', 'C11;Q2;J0', 'pass']",,,,
1,23,,RANDOM_02,DISCARD,C10;Q1;J0,True,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C10;Q1;J0', 'pass']",,,,
1,23,,RANDOM_02,DECLARE_PIZZA,,,,,,,,,,
1,23,,SYSTEM,END_MATCH,,,,,,,[],"[1, 0, 2, 3]","[0, 1, 3, 2]",
2,0,,SYSTEM,NEW_MATCH,,,,,,,"['Souschef', 'Chef', 'Waiter', 'Dishwasher']",,"[0, 1, 3, 2]",
2,0,,SYSTEM,DEAL_CARDS,,,"[[11, 11, 0, 5, 6, 6, 7, 8, 8, 8, 8, 9, 10, 10, 11, 11, 11], [0, 4, 4, 5, 7, 7, 7, 7, 7, 9, 9, 10, 0, 0, 0, 12, 12], [1, 2, 5, 0, 0, 0, 8, 9, 9, 10, 10, 10, 10, 10, 10, 3, 5], [2, 0, 0, 4, 6, 7, 8, 8, 8, 9, 9, 9, 9, 10, 4, 11, 11]]",,,,,,,
2,0,,SYSTEM,CARD_EXCHANGE,"[False, -1, [3, 5], 4, 11, [11, 11]]",,"[[11, 11, 0, 5, 6, 6, 7, 8, 8, 8, 8, 9, 10, 10, 11, 11, 11], [0, 4, 4, 5, 7, 7, 7, 7, 7, 9, 9, 10, 0, 0, 0, 12, 12], [1, 2, 5, 0, 0, 0, 8, 9, 9, 10, 10, 10, 10, 10, 10, 3, 5], [2, 0, 0, 4, 6, 7, 8, 8, 8, 9, 9, 9, 9, 10, 4, 11, 11]]",,,,,,,
2,1,,RANDOM_02,DISCARD,C11;Q4;J0,False,"[[11, 11, 0, 5, 6, 6, 7, 8, 8, 8, 8, 9, 10, 10, 11, 11, 11], [0, 0, 0, 0, 4, 4, 5, 0, 0, 7, 7, 7, 9, 9, 10, 12, 12], [1, 2, 5, 0, 0, 0, 8, 9, 9, 10, 10, 10, 10, 10, 10, 3, 5], [2, 0, 0, 4, 6, 7, 8, 8, 8, 9, 9, 9, 9, 10, 4, 11, 11]]","[169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 11, 11, 11, 0, 0, 0, 0, 0, 0, 0]","['C11;Q1;J0', 'C11;Q1;J1', 'C11;Q1;J2', 'C11;Q2;J0', 'C11;Q2;J1', 'C11;Q2;J2', 'C11;Q3;J0', 'C11;Q3;J1', 'C11;Q3;J2', 'C11;Q4;J0', 'C11;Q4;J1', 'C11;Q4;J2', 'pass']",,,,
2,1,,RANDOM_03,DISCARD,pass,False,"[[11, 11, 0, 5, 6, 6, 7, 8, 8, 8, 8, 9, 10, 10, 11, 11, 11], [0, 0, 0, 0, 4, 4, 5, 0, 0, 7, 7, 7, 9, 9, 10, 12, 12], [1, 2, 5, 0, 0, 0, 8, 9, 9, 10, 10, 10, 10, 10, 10, 3, 5], [2, 0, 0, 4, 6, 7, 8, 8, 8, 9, 9, 9, 9, 10, 4, 11, 11]]","[143, 143, 143, 143, 0, 0, 0, 0, 0, 0, 0]","[11, 11, 11, 11, 0, 0, 0, 0, 0, 0, 0]","['C10;Q4;J0', 'C10;Q5;J0', 'C10;Q6;J0', 'pass']",,,,
2,1,,RANDOM_04,DISCARD,pass,False,"[[11, 11, 0, 5, 6, 6, 7, 8, 8, 8, 8, 9, 10, 10, 11, 11, 11], [0, 0, 0, 0, 4, 4, 5, 0, 0, 7, 7, 7, 9, 9, 10, 12, 12], [1, 2, 5, 0, 0, 0, 8, 9, 9, 10, 10, 10, 10, 10, 10, 3, 5], [2, 0, 0, 4, 6, 7, 8, 8, 8, 9, 9, 9, 9, 10, 4, 11, 11]]","[143, 143, 143, 143, 0, 0, 0, 0, 0, 0, 0]","[11, 11, 11, 11, 0, 0, 0, 0, 0, 0, 0]","['C9;Q4;J0', 'pass']",,,,
